source_id,source_name,source_category,priority_tier,official_url,url_check_status,http_status_code,automation_status_bucket,suggested_fetch_type,suggested_output_route,access_status,recommended_action,script_ready
SRC-011,Township of Langley Development Activity,B_dev_applications,1,https://data-tol.opendata.arcgis.com/,OK,200,working_live_automated,api_json / html_listing,Future_Projects,Verified,URL is live. Proceed to scripting.,YES_SIMPLE_HTTP
SRC-012,Surrey Planning Reports / ODI / COSMOS,C_council_agendas,1,https://www.surrey.ca/,LOGIN_OR_MANUAL,,working_live_automated,pdf_manual,Run_Queue,Verified,Manual workflow. No automated scraping.,MANUAL_WORKFLOW_ONLY
SRC-013,BC Major Projects Inventory,D_capital_future_infrastructure,1,https://www2.gov.bc.ca/gov/content/employment-business/economic-development/industry/bc-major-projects-inventory,LOGIN_OR_MANUAL,,manual_p3,pdf_manual,Future_Projects,Verified (sunsetting ~30 Jun 2026),Manual workflow. No automated scraping.,MANUAL_WORKFLOW_ONLY
SRC-014,BC MoTI Capital / Service Plan,D_capital_future_infrastructure,1,https://www.gov.bc.ca/,OK_REDIRECTED,200,semi_automated_pdf,rss_feed,Future_Projects,Verified,URL redirects to final destination. Update registered URL to avoid unnecessary hops.,YES_SIMPLE_HTTP
SRC-015,Metro Vancouver — Capital Program,D_capital_future_infrastructure,1,https://metrovancouver.org/services/liquid-waste/procurement,OK,200,semi_automated_pdf,api_json / html_listing,Future_Projects,Verified,URL is live. Proceed to scripting.,YES_SIMPLE_HTTP
SRC-016,TransLink Capital / Investment Plan,D_capital_future_infrastructure,1,https://translink.ca/plans-and-projects,FORBIDDEN_BUT_LIKELY_VALID,403,semi_automated_pdf,api_json / html_listing,Future_Projects,Verified,"403/429 from a likely-valid portal (bot-blocking). Verify manually. Connector, auth, or rate-limited approach needed.",REVIEW_REQUIRED
SRC-017,BuildingConnected / GC ITBs,F_gc_developer_invites,1,https://www.buildingconnected.com/,LOGIN_OR_MANUAL,,email_or_gc_invite_workflow,manual_p3,Run_Queue,Verified,Manual workflow. No automated scraping.,MANUAL_WORKFLOW_ONLY
SRC-018,Estimator Inbox Auto-Forward,F_gc_developer_invites,1,,BROKEN_OTHER,,email_or_gc_invite_workflow,manual_p3,Run_Queue,Verified,Add a source URL to this row before scripting.,FIX_URL_FIRST
SRC-019,Known GC / Developer Subcontractor Portals,F_gc_developer_invites,1,,BROKEN_OTHER,,email_or_gc_invite_workflow,manual_p3,Run_Queue,Verified,Add a source URL to this row before scripting.,FIX_URL_FIRST
SRC-020,Journal of Commerce / Top BC Projects,G_news_early_signal,1,https://canada.constructconnect.com/joc,OK,200,semi_automated_rss_html,html_listing,Bulk_Intake_Raw,Working,URL is live. Proceed to scripting.,YES_SIMPLE_HTTP
SRC-021,BC Housing Opportunities,A_active_tender,2,https://www.bcbid.ca/,BROKEN_OTHER,,broken_or_replaced,bc_bid_connector_required,Active_Tenders,Verified,Connection error. Verify manually.,FIX_URL_FIRST
SRC-022,BidCentral,A_active_tender,2,https://www.bidcentral.ca/,OK,200,semi_automated_rss_html,bidcentral_connector_required,Active_Tenders,Verified,URL is live. Proceed to scripting.,YES_SIMPLE_HTTP
SRC-023,CanadaBuys,A_active_tender,2,https://canadabuys.canada.ca/,LOGIN_OR_MANUAL,,manual_p3,manual_p3,Active_Tenders,Inferred,Manual workflow. No automated scraping.,MANUAL_WORKFLOW_ONLY
SRC-024,City of Vancouver Supplier Portal,A_active_tender,2,https://vancouver.ca/doing-business/bids-contracts-rfps-purchase-orders.aspx,FORBIDDEN_BUT_LIKELY_VALID,403,semi_automated_rss_html,html_listing,Active_Tenders,Verified (registration),"403/429 from a likely-valid portal (bot-blocking). Verify manually. Connector, auth, or rate-limited approach needed.",REVIEW_REQUIRED
SRC-025,Metro Vancouver — Procurement,A_active_tender,2,https://metrovancouver.org/,OK,200,semi_automated_rss_html,html_listing,Active_Tenders,Not tested,URL is live. Proceed to scripting.,YES_SIMPLE_HTTP
SRC-026,TransLink Ariba Procurement,A_active_tender,2,https://translink.ca/,LOGIN_OR_MANUAL,,manual_p3,manual_p3,Active_Tenders,Verified (registration),Manual workflow. No automated scraping.,MANUAL_WORKFLOW_ONLY
SRC-027,Abbotsford Development / Open Data,B_dev_applications,2,https://opendata-abbotsford.hub.arcgis.com/,OK,200,semi_automated_rss_html,api_json / html_listing,Future_Projects,Verified,URL is live. Proceed to scripting.,YES_SIMPLE_HTTP
SRC-028,Burnaby Open Data / Capital Projects,B_dev_applications,2,https://data.burnaby.ca/,OK,200,semi_automated_rss_html,api_json / html_listing,Future_Projects,Verified,URL is live. Proceed to scripting.,YES_SIMPLE_HTTP
SRC-029,Chilliwack Development / Planning,B_dev_applications,2,https://chilliwack.com/,LOGIN_OR_MANUAL,,manual_p3,manual_review,Future_Projects,Verified,Manual workflow. No automated scraping.,MANUAL_WORKFLOW_ONLY
SRC-030,Coquitlam Development Information Portal,B_dev_applications,2,https://data.coquitlam.ca/,OK,200,working_live_automated,api_json / html_listing,Future_Projects,Working,URL is live. Proceed to scripting.,YES_SIMPLE_HTTP
SRC-031,Delta Current Development Applications,B_dev_applications,2,https://delta.ca/,OK_REDIRECTED,200,working_live_automated,api_json / html_listing,Future_Projects,Verified,URL redirects to final destination. Update registered URL to avoid unnecessary hops.,YES_SIMPLE_HTTP
SRC-032,New Westminster Open Data,B_dev_applications,2,https://opendata.newwestcity.ca/,OK,200,semi_automated_rss_html,api_json / html_listing,Future_Projects,Verified,URL is live. Proceed to scripting.,YES_SIMPLE_HTTP
SRC-033,Richmond Current Development Applications,B_dev_applications,2,https://richmond.ca/business-development/devzoning/currentdevapps.htm,OK,200,semi_automated_rss_html,html_listing,Future_Projects,Verified,URL is live. Proceed to scripting.,YES_SIMPLE_HTTP
SRC-034,Vancouver Issued Building Permits,B_dev_applications,2,https://opendata.vancouver.ca/explore/dataset/issued-building-permits,OK_REDIRECTED,200,working_live_automated,api_json / html_listing,Future_Projects,Verified,URL redirects to final destination. Update registered URL to avoid unnecessary hops.,YES_SIMPLE_HTTP
SRC-035,Vancouver Open Data,B_dev_applications,2,https://opendata.vancouver.ca/,OK_REDIRECTED,200,semi_automated_rss_html,api_json / html_listing,Future_Projects,Verified,URL redirects to final destination. Update registered URL to avoid unnecessary hops.,YES_SIMPLE_HTTP
SRC-036,Maple Ridge Council Agendas,C_council_agendas,2,https://www.mapleridge.ca/,LOGIN_OR_MANUAL,,manual_p3,pdf_manual,Run_Queue,Inferred,Manual workflow. No automated scraping.,MANUAL_WORKFLOW_ONLY
SRC-037,Municipal Council / Committee Agendas,C_council_agendas,2,,BROKEN_OTHER,,broken_or_replaced,rss_feed,Run_Queue,Verified,Add a source URL to this row before scripting.,FIX_URL_FIRST
SRC-038,Infrastructure BC Major Projects,D_capital_future_infrastructure,2,https://www.infrastructurebc.com/,LOGIN_OR_MANUAL,,manual_p3,pdf_manual,Future_Projects,Verified,Manual workflow. No automated scraping.,MANUAL_WORKFLOW_ONLY
SRC-039,Municipal Capital Plans / Financial Plans,D_capital_future_infrastructure,2,,BROKEN_OTHER,,broken_or_replaced,api_json / html_listing,Future_Projects,Verified,Add a source URL to this row before scripting.,FIX_URL_FIRST
SRC-040,ConstructConnect / Daily Commercial News,E_paid_intelligence,2,https://constructconnect.com/,LOGIN_OR_MANUAL,,paid_intelligence,manual_p3,Paid_Intelligence,Paid,Manual workflow. No automated scraping.,MANUAL_WORKFLOW_ONLY
SRC-041,Procore GC Bid Invitations,F_gc_developer_invites,2,https://procore.com/,LOGIN_OR_MANUAL,,email_or_gc_invite_workflow,manual_p3,Run_Queue,Needs auto-forward,Manual workflow. No automated scraping.,MANUAL_WORKFLOW_ONLY
SRC-042,SmartBid / iSqFt / TradeTapp,F_gc_developer_invites,2,,BROKEN_OTHER,,email_or_gc_invite_workflow,manual_p3,Run_Queue,Verified,Add a source URL to this row before scripting.,FIX_URL_FIRST
SRC-043,Daily Hive Urbanized,G_news_early_signal,2,https://dailyhive.com/vancouver/urbanized,OK,200,semi_automated_rss_html,html_listing,Bulk_Intake_Raw,Working,URL is live. Proceed to scripting.,YES_SIMPLE_HTTP
SRC-044,SiteNews,G_news_early_signal,2,https://readsitenews.com/,OK,200,semi_automated_rss_html,html_listing,Bulk_Intake_Raw,Working,URL is live. Proceed to scripting.,YES_SIMPLE_HTTP
SRC-045,Storeys,G_news_early_signal,2,https://storeys.com/,OK,200,semi_automated_rss_html,html_listing,Bulk_Intake_Raw,Working,URL is live. Proceed to scripting.,YES_SIMPLE_HTTP
SRC-046,Biddingo,A_active_tender,3,https://biddingo.com/,LOGIN_OR_MANUAL,,paid_intelligence,html_listing,Active_Tenders,Paid,Manual workflow. No automated scraping.,MANUAL_WORKFLOW_ONLY
SRC-047,GovBid (aggregator),A_active_tender,3,https://govbid.ca/,LOGIN_OR_MANUAL,,manual_p3,manual_p3,Active_Tenders,Verified,Manual workflow. No automated scraping.,MANUAL_WORKFLOW_ONLY
SRC-048,MERX,A_active_tender,3,https://merx.com/,NEEDS_CONNECTOR_NOT_SIMPLE_SCRAPE,200,paid_intelligence,merx_connector_required,Active_Tenders,Paid,Platform connector required for MERX. Do not attempt plain HTML scraping.,YES_CONNECTOR_REQUIRED
SRC-049,City of North Vancouver,B_dev_applications,3,https://cnv.org/,LOGIN_OR_MANUAL,,manual_p3,manual_review,Future_Projects,Verified,Manual workflow. No automated scraping.,MANUAL_WORKFLOW_ONLY
SRC-050,District of North Vancouver GEOweb,B_dev_applications,3,https://geoweb.dnv.org/,OK,200,semi_automated_rss_html,html_listing,Future_Projects,Working,URL is live. Proceed to scripting.,YES_SIMPLE_HTTP
SRC-051,Mission Development / Planning,B_dev_applications,3,https://mission.ca/,LOGIN_OR_MANUAL,,manual_p3,manual_review,Future_Projects,Verified,Manual workflow. No automated scraping.,MANUAL_WORKFLOW_ONLY
SRC-052,Port Moody Development / Planning,B_dev_applications,3,https://portmoody.ca/,LOGIN_OR_MANUAL,,manual_p3,manual_review,Future_Projects,Verified,Manual workflow. No automated scraping.,MANUAL_WORKFLOW_ONLY
SRC-053,Small Municipalities / Village Sources,B_dev_applications,3,,BROKEN_OTHER,,broken_or_replaced,manual_review,Future_Projects,Not tested,Add a source URL to this row before scripting.,FIX_URL_FIRST
SRC-054,West Vancouver Development / Planning,B_dev_applications,3,https://westvancouver.ca/,LOGIN_OR_MANUAL,,manual_p3,manual_review,Future_Projects,Verified,Manual workflow. No automated scraping.,MANUAL_WORKFLOW_ONLY
SRC-055,White Rock Development / Planning,B_dev_applications,3,https://whiterockcity.ca/,LOGIN_OR_MANUAL,,manual_p3,manual_review,Future_Projects,Verified,Manual workflow. No automated scraping.,MANUAL_WORKFLOW_ONLY
SRC-056,BC Budget Capital Plan,D_capital_future_infrastructure,3,https://bcbudget.gov.bc.ca/,OK_REDIRECTED,200,semi_automated_pdf,api_json / html_listing,Future_Projects,Working,URL redirects to final destination. Update registered URL to avoid unnecessary hops.,YES_SIMPLE_HTTP
SRC-057,BC Hydro Capital / Project Pipeline,D_capital_future_infrastructure,3,https://bchydro.com/,OK_REDIRECTED,200,semi_automated_pdf,api_json / html_listing,Future_Projects,Verified,URL redirects to final destination. Update registered URL to avoid unnecessary hops.,YES_SIMPLE_HTTP
SRC-058,Infrastructure Canada / Public Transit Fund,D_capital_future_infrastructure,3,https://housing-infrastructure.canada.ca/cptf-ftcc/index-eng.html,OK,200,semi_automated_rss_html,rss_feed,Future_Projects,Working,URL is live. Proceed to scripting.,YES_SIMPLE_HTTP
SRC-059,Dodge Construction Network,E_paid_intelligence,3,https://construction.com/,LOGIN_OR_MANUAL,,paid_intelligence,manual_p3,Paid_Intelligence,Paid,Manual workflow. No automated scraping.,MANUAL_WORKFLOW_ONLY
SRC-060,LeadManager,E_paid_intelligence,3,,BROKEN_OTHER,,paid_intelligence,manual_p3,Paid_Intelligence,Verified,Add a source URL to this row before scripting.,FIX_URL_FIRST
SRC-061,PermitsCA,E_paid_intelligence,3,,BROKEN_OTHER,,paid_intelligence,html_listing,Paid_Intelligence,Inferred,Add a source URL to this row before scripting.,FIX_URL_FIRST
SRC-062,PlanHub,E_paid_intelligence,3,https://planhub.com/,LOGIN_OR_MANUAL,,paid_intelligence,manual_p3,Paid_Intelligence,Paid,Manual workflow. No automated scraping.,MANUAL_WORKFLOW_ONLY
SRC-063,Developer Announcements / Land Assembly,F_gc_developer_invites,3,,BROKEN_OTHER,,email_or_gc_invite_workflow,html_listing,Run_Queue,Verified,Add a source URL to this row before scripting.,FIX_URL_FIRST
SRC-064,Business in Vancouver / Western Investor,G_news_early_signal,3,https://www.biv.com/,BROKEN_OTHER,403,broken_or_replaced,rss_feed,Bulk_Intake_Raw,Verified,Connection error. Verify manually.,FIX_URL_FIRST
SRC-065,Client / FN / Port PR Channels,G_news_early_signal,3,,BROKEN_OTHER,,broken_or_replaced,html_listing,Bulk_Intake_Raw,Verified,Add a source URL to this row before scripting.,FIX_URL_FIRST
SRC-066,Daily Commercial News,G_news_early_signal,3,https://canada.constructconnect.com/dcn,OK,200,semi_automated_rss_html,rss_feed,Bulk_Intake_Raw,Inferred,URL is live. Proceed to scripting.,YES_SIMPLE_HTTP
SRC-067,Local News / Community Papers,G_news_early_signal,3,,BROKEN_OTHER,,broken_or_replaced,rss_feed,Bulk_Intake_Raw,Verified,Add a source URL to this row before scripting.,FIX_URL_FIRST
SRC-068,Municipal News / Press Releases,G_news_early_signal,3,,BROKEN_OTHER,,broken_or_replaced,rss_feed,Bulk_Intake_Raw,Inferred,Add a source URL to this row before scripting.,FIX_URL_FIRST
SRC-069,City of Langley Bids & Tenders endpoint,A_active_tender,1,https://langleycity.bidsandtenders.ca/,NEEDS_CONNECTOR_NOT_SIMPLE_SCRAPE,200,semi_automated_rss_html,html_listing,Active_Tenders,public,Platform connector required for BIDSANDTENDERS. Do not attempt plain HTML scraping.,YES_CONNECTOR_REQUIRED
SRC-070,City of Richmond Bids & Tenders endpoint,A_active_tender,1,https://richmond.bidsandtenders.ca/,NEEDS_CONNECTOR_NOT_SIMPLE_SCRAPE,200,semi_automated_rss_html,ods_v21 / html_listing,Active_Tenders,public,Platform connector required for BIDSANDTENDERS. Do not attempt plain HTML scraping.,YES_CONNECTOR_REQUIRED
SRC-071,City of Surrey Bids & Tenders / RFQ-RFP owner endpoint,A_active_tender,1,https://surrey.bidsandtenders.ca/,NEEDS_CONNECTOR_NOT_SIMPLE_SCRAPE,200,semi_automated_rss_html,ods_v21 / html_listing,Active_Tenders,public,Platform connector required for BIDSANDTENDERS. Do not attempt plain HTML scraping.,YES_CONNECTOR_REQUIRED
SRC-072,Fraser Valley Regional District Tenders & RFPs with RSS,A_active_tender,1,https://www.fvrd.ca/EN/main/government/tenders-rfps.html,OK,200,semi_automated_rss_html,rss_feed,Active_Tenders,public,URL is live. Proceed to scripting.,YES_SIMPLE_HTTP
SRC-073,Maple Ridge Bid Opportunities / bids&tenders endpoint,A_active_tender,1,https://mapleridge.bidsandtenders.ca/,NEEDS_CONNECTOR_NOT_SIMPLE_SCRAPE,200,semi_automated_rss_html,html_listing,Active_Tenders,public,Platform connector required for BIDSANDTENDERS. Do not attempt plain HTML scraping.,YES_CONNECTOR_REQUIRED
SRC-074,Pitt Meadows Bids & Tenders endpoint,A_active_tender,1,https://pittmeadows.bidsandtenders.ca/,NEEDS_CONNECTOR_NOT_SIMPLE_SCRAPE,200,semi_automated_rss_html,html_listing,Active_Tenders,public,Platform connector required for BIDSANDTENDERS. Do not attempt plain HTML scraping.,YES_CONNECTOR_REQUIRED
SRC-075,Squamish-Lillooet Regional District Contracting Opportunities,A_active_tender,1,https://www.slrd.bc.ca/inside-slrd/contracting-opportunities,OK,200,semi_automated_rss_html,html_listing,Active_Tenders,public,URL is live. Proceed to scripting.,YES_SIMPLE_HTTP
SRC-076,Township of Langley Bids & Tenders endpoint,A_active_tender,1,https://tol.bidsandtenders.ca/,NEEDS_CONNECTOR_NOT_SIMPLE_SCRAPE,200,working_live_automated,ods_v21 / Active_Tenders,Active_Tenders,public / html_listing,Platform connector required for BIDSANDTENDERS. Do not attempt plain HTML scraping.,YES_CONNECTOR_REQUIRED
SRC-077,BC Hydro active bid opportunities / supplier portal workflow,H_utilities_crown_port_airport,1,https://www.bchydro.com/work-with-us/supplier-portal.html,BROKEN_404,404,broken_or_replaced,html_listing,Active_Tenders,public_with_filters / public,404 Not Found. Page removed or path changed.,FIX_URL_FIRST
SRC-078,FortisBC contractor/vendor prequalification workflow,H_utilities_crown_port_airport,1,https://www.fortisbc.com/about-us/doing-business-with-us/contractor-opportunities,LOGIN_OR_MANUAL,,paid_intelligence,html_listing / manual_p3,Active_Tenders,public / public info + paid ISN,Manual workflow. No automated scraping.,MANUAL_WORKFLOW_ONLY
SRC-079,Port of Vancouver active procurement / MERX workflow,H_utilities_crown_port_airport,1,https://www.merx.com/vfpa,NEEDS_CONNECTOR_NOT_SIMPLE_SCRAPE,404,semi_automated_rss_html,api_json / html_listing,Active_Tenders,public_with_filters / public,Platform connector required for MERX. Do not attempt plain HTML scraping.,YES_CONNECTOR_REQUIRED
SRC-080,YVR active bidding / airport suppliers / Bonfire procurement endpoint,H_utilities_crown_port_airport,1,https://yvr.bonfirehub.ca/portal,NEEDS_CONNECTOR_NOT_SIMPLE_SCRAPE,404,semi_automated_pdf,api_json / html_listing / pdf_manual,Active_Tenders,public / public_with_filters,Platform connector required for BONFIRE. Do not attempt plain HTML scraping.,YES_CONNECTOR_REQUIRED
SRC-081,BCIT active procurement / Bonfire / competitive procurement,J_institutional_public_sector,1,https://bcit.bonfirehub.ca/opportunities,NEEDS_CONNECTOR_NOT_SIMPLE_SCRAPE,404,semi_automated_rss_html,api_json / html_listing,Active_Tenders,public,Platform connector required for BONFIRE. Do not attempt plain HTML scraping.,YES_CONNECTOR_REQUIRED
SRC-082,Fraser Health / Lower Mainland Health Authority facilities bids and business opportunities,J_institutional_public_sector,1,https://fraserhealth.bidsandtenders.ca/,NEEDS_CONNECTOR_NOT_SIMPLE_SCRAPE,200,semi_automated_rss_html,ods_v21 / html_listing,Active_Tenders,public / public_with_filters,Platform connector required for BIDSANDTENDERS. Do not attempt plain HTML scraping.,YES_CONNECTOR_REQUIRED
SRC-083,KPU Procurement Services / current opportunities,J_institutional_public_sector,1,https://www.kpu.ca/procurement/Vendor-Help,OK,200,semi_automated_rss_html,html_listing,Active_Tenders,public,URL is live. Proceed to scripting.,YES_SIMPLE_HTTP
SRC-084,Langley School District purchasing and tenders,J_institutional_public_sector,1,https://www.sd35.bc.ca/purchasing-logistics,OK,200,semi_automated_rss_html,html_listing,Active_Tenders,public,URL is live. Proceed to scripting.,YES_SIMPLE_HTTP
SRC-085,Surrey School District procurement / purchasing endpoint,J_institutional_public_sector,1,https://www.surreyschools.ca/procurement,BROKEN_404,404,broken_or_replaced,html_listing,Active_Tenders,public,404 Not Found. Page removed or path changed.,FIX_URL_FIRST
SRC-086,UBC procurement / Bonfire / current construction opportunities,J_institutional_public_sector,1,https://ubc.bonfirehub.ca/portal,NEEDS_CONNECTOR_NOT_SIMPLE_SCRAPE,404,login_required,api_json / html_listing,Active_Tenders,public / public info + login,Platform connector required for BONFIRE. Do not attempt plain HTML scraping.,YES_CONNECTOR_REQUIRED
SRC-087,Musqueam Public Works / active bids,I_first_nations_indigenous_infrastructure,1,https://www.musqueam.bc.ca/departments/land-capital-and-housing/public-works,OK_REDIRECTED,200,semi_automated_rss_html,html_listing,Active_Tenders,public,URL redirects to final destination. Update registered URL to avoid unnecessary hops.,YES_SIMPLE_HTTP
SRC-088,Urban Systems Civil Bids & Tenders Portal,K_private_developer_pipeline,1,https://urbansystems.bidsandtenders.ca/,NEEDS_CONNECTOR_NOT_SIMPLE_SCRAPE,200,semi_automated_rss_html,ods_v21,Active_Tenders,public,Platform connector required for BIDSANDTENDERS. Do not attempt plain HTML scraping.,YES_CONNECTOR_REQUIRED
SRC-089,BC Hydro Planned Procurement / future contracting page,D_capital_future_infrastructure,1,https://www.bchydro.com/about/suppliers/contracting/planned-procurement.html,OK_REDIRECTED,200,semi_automated_rss_html,html_listing,Future_Projects,public,URL redirects to final destination. Update registered URL to avoid unnecessary hops.,YES_SIMPLE_HTTP
SRC-090,City of Langley Capital Projects,D_capital_future_infrastructure,1,https://www.langleycity.ca/business-development/capital-projects,OK,200,semi_automated_rss_html,html_listing,Future_Projects,public,URL is live. Proceed to scripting.,YES_SIMPLE_HTTP
SRC-091,Maple Ridge Capital Projects,D_capital_future_infrastructure,1,https://www.mapleridge.ca/engineering/capital-projects,BROKEN_404,404,broken_or_replaced,html_listing,Future_Projects,public,404 Not Found. Page removed or path changed.,FIX_URL_FIRST
SRC-092,Metro Vancouver 2025-2029 Financial Plan,D_capital_future_infrastructure,1,https://metrovancouver.org/about-us/Documents/financial-plan-2025-2029.pdf,OK,200,semi_automated_pdf,pdf_manual,Future_Projects,public,URL is live. Proceed to scripting.,REVIEW_REQUIRED
SRC-093,Metro Vancouver Construction Projects current/upcoming,D_capital_future_infrastructure,1,https://www.metrovancouver.org/services/construction-projects,OK_REDIRECTED,200,semi_automated_rss_html,html_listing,Future_Projects,public,URL redirects to final destination. Update registered URL to avoid unnecessary hops.,YES_SIMPLE_HTTP
SRC-094,Pitt Meadows Capital Projects,D_capital_future_infrastructure,1,https://www.pittmeadows.ca/city-services/transportation-infrastructure,OK,200,semi_automated_rss_html,html_listing,Future_Projects,public,URL is live. Proceed to scripting.,YES_SIMPLE_HTTP
SRC-095,Surrey Capital Construction Projects,D_capital_future_infrastructure,1,https://www.surrey.ca/city-government/capital-construction-projects,BROKEN_404,404,broken_or_replaced,html_listing,Future_Projects,public,404 Not Found. Page removed or path changed.,FIX_URL_FIRST
SRC-096,Surrey School District 5-year Capital Plan,D_capital_future_infrastructure,1,https://www.surreyschools.ca/capital-plan,LOGIN_OR_MANUAL,,manual_p3,html_listing / pdf_manual,Future_Projects,public,Manual workflow. No automated scraping.,MANUAL_WORKFLOW_ONLY
SRC-097,Township of Langley Capital Projects,D_capital_future_infrastructure,1,https://www.tol.ca/en/building-development/capital-projects.aspx,OK,200,working_live_automated,html_listing,Future_Projects,public,URL is live. Proceed to scripting.,YES_SIMPLE_HTTP
SRC-098,TransLink Plans and Projects,D_capital_future_infrastructure,1,https://www.translink.ca/plans-and-projects,FORBIDDEN_BUT_LIKELY_VALID,403,semi_automated_rss_html,html_listing,Future_Projects,public,"403/429 from a likely-valid portal (bot-blocking). Verify manually. Connector, auth, or rate-limited approach needed.",REVIEW_REQUIRED
SRC-099,TransLink Upcoming Procurement Opportunities,D_capital_future_infrastructure,1,https://www.translink.ca/about-us/doing-business-with-translink/upcoming-procurement-opportunities,FORBIDDEN_BUT_LIKELY_VALID,403,semi_automated_rss_html,html_listing,Future_Projects,public,"403/429 from a likely-valid portal (bot-blocking). Verify manually. Connector, auth, or rate-limited approach needed.",REVIEW_REQUIRED
SRC-100,BC Ferries terminal and infrastructure projects hub,H_utilities_crown_port_airport,1,https://www.bcferriesprojects.ca/,OK,200,semi_automated_rss_html,html_listing,Future_Projects,public,URL is live. Proceed to scripting.,YES_SIMPLE_HTTP
SRC-101,BC Hydro Registered Civil Contractor List & Application,H_utilities_crown_port_airport,1,https://www.bchydro.com/work-with-us/suppliers/civil-contractor-list.html,OK,200,semi_automated_pdf,html_listing,Future_Projects,public,URL is live. Proceed to scripting.,YES_SIMPLE_HTTP
SRC-102,FortisBC Major Projects / Capital Pipeline,H_utilities_crown_port_airport,1,https://www.fortisbc.com/about-us/projects-planning,OK,200,semi_automated_rss_html,html_listing,Future_Projects,public,URL is live. Proceed to scripting.,YES_SIMPLE_HTTP
SRC-103,Metro Vancouver Drinking Water Construction Projects,H_utilities_crown_port_airport,1,https://metrovancouver.org/services/water/construction-projects,OK,200,semi_automated_rss_html,html_listing,Future_Projects,public,URL is live. Proceed to scripting.,YES_SIMPLE_HTTP
SRC-104,Metro Vancouver Liquid Waste Projects & Initiatives,H_utilities_crown_port_airport,1,https://metrovancouver.org/services/liquid-waste/projects-and-initiatives,OK,200,semi_automated_pdf,html_listing,Future_Projects,public,URL is live. Proceed to scripting.,YES_SIMPLE_HTTP
SRC-105,Port of Vancouver capital and trade corridor project pages,H_utilities_crown_port_airport,1,https://www.portvancouver.com/,LOGIN_OR_MANUAL,,manual_p3,manual_p3,Future_Projects,public,Manual workflow. No automated scraping.,MANUAL_WORKFLOW_ONLY
SRC-106,Roberts Bank Terminal 2 Landmass and Wharf project,H_utilities_crown_port_airport,1,https://www.infrastructurebc.com/project/roberts-bank-terminal-2-landmass-and-wharf-project,OK_REDIRECTED,200,semi_automated_rss_html,html_listing,Future_Projects,public,URL redirects to final destination. Update registered URL to avoid unnecessary hops.,YES_SIMPLE_HTTP
